team_key,team_name,team_code,tournament_id,year,start_date,performance,position,stage_score,stage_tier,next_year,stage_score_next,stage_tier_next,performance_next,position_next,qualified_next,delta_stage,underperform_next,prior_status,player_retention,squad_turnover,fifa_rank,fifa_points,ranking_date,fifa_rank_next,fifa_points_next,ranking_date_next,fifa_rank_change,fifa_points_change,expected_stage_from_rank,expectation_residual,exceeded_expectations
Spain,Spain,ESP,WC-2014,2014,2014-06-12,group stage,,1,Group stage,2018,3,Round of 16,round of 16,,1,2,0,Other,0.4782608695652174,0.5217391304347826,1.0,1485.0,2014-06-05,10.0,1126.0,2018-06-07,9.0,-359.0,3.3326859672478575,-2.3326859672478575,0
Switzerland,Switzerland,CHE,WC-2014,2014,2014-06-12,round of 16,,3,Round of 16,2018,3,Round of 16,round of 16,,1,0,0,Other,0.6521739130434783,0.34782608695652173,6.0,1149.0,2014-06-05,6.0,1199.0,2018-06-07,0.0,50.0,3.1454003800156722,-0.14540038001567224,0
USA,United States,USA,WC-2014,2014,2014-06-12,round of 16,,3,Round of 16,2018,0,Did not qualify,,,0,-3,1,Other,,,13.0,1035.0,2014-06-05,25.0,873.0,2018-06-07,12.0,-162.0,2.8832005578906124,0.11679944210938764,1
Uruguay,Uruguay,URY,WC-2014,2014,2014-06-12,round of 16,,3,Round of 16,2018,4,Quarterfinal,quarter-finals,,1,1,0,Other,0.4782608695652174,0.5217391304347826,7.0,1147.0,2014-06-05,14.0,1018.0,2018-06-07,7.0,-129.0,3.107943262569235,-0.10794326256923492,0
Argentina,Argentina,ARG,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,7,Champion,final,1.0,1,4,0,Other,0.30434782608695654,0.6956521739130435,5.0,1241.0,2018-06-07,3.0,1773.88,2022-10-06,-2.0,532.8800000000001,3.182857497462109,-0.1828574974621091,0
Australia,Australia,AUS,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,3,Round of 16,round of 16,,1,2,0,Other,0.34782608695652173,0.6521739130434783,36.0,718.0,2018-06-07,38.0,1488.72,2022-10-06,2.0,770.72,2.021686856622559,-1.021686856622559,0
Belgium,Belgium,BEL,WC-2018,2018,2018-06-14,third-place match,3.0,5,Semifinalist,2022,1,Group stage,group stage,,1,-4,1,Semifinalist,0.6956521739130435,0.30434782608695654,3.0,1298.0,2018-06-07,2.0,1816.71,2022-10-06,-1.0,518.71,3.2577717323549833,1.7422282676450167,1
Brazil,Brazil,BRA,WC-2018,2018,2018-06-14,quarter-finals,,4,Quarterfinal,2022,4,Quarterfinal,quarter-finals,,1,0,0,Other,0.391304347826087,0.6086956521739131,2.0,1431.0,2018-06-07,1.0,1841.3,2022-10-06,-1.0,410.29999999999995,3.2952288498014206,0.7047711501985794,1
Colombia,Colombia,COL,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,0,Did not qualify,,,0,-3,1,Other,,,16.0,986.0,2018-06-07,17.0,1611.04,2022-10-06,1.0,625.04,2.7708292055513013,0.2291707944486987,1
Costa Rica,Costa Rica,CRI,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,1,Group stage,group stage,,1,0,0,Other,0.43478260869565216,0.5652173913043479,23.0,884.0,2018-06-07,31.0,1503.59,2022-10-06,8.0,619.5899999999999,2.5086293834262414,-1.5086293834262414,0
Croatia,Croatia,HRV,WC-2018,2018,2018-06-14,final,2.0,6,Runner-up,2022,5,Semifinalist,third-place match,3.0,1,-1,1,Runner-up,0.34782608695652173,0.6521739130434783,20.0,945.0,2018-06-07,12.0,1645.64,2022-10-06,-8.0,700.6400000000001,2.621000735765553,3.378999264234447,1
Denmark,Denmark,DNK,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,1,Group stage,group stage,,1,-2,1,Other,0.4782608695652174,0.5217391304347826,12.0,1051.0,2018-06-07,10.0,1666.57,2022-10-06,-2.0,615.5699999999999,2.9206576753370497,0.07934232466295033,1
Egypt,Egypt,EGY,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,0,Did not qualify,,,0,-1,1,Other,,,45.0,649.0,2018-06-07,39.0,1486.44,2022-10-06,-6.0,837.44,1.684572799604625,-0.6845727996046249,0
England,England,ENG,WC-2018,2018,2018-06-14,third-place match,4.0,5,Semifinalist,2022,4,Quarterfinal,quarter-finals,,1,-1,1,Semifinalist,0.5217391304347826,0.4782608695652174,12.0,1051.0,2018-06-07,5.0,1728.47,2022-10-06,-7.0,677.47,2.9206576753370497,2.0793423246629503,1
France,France,FRA,WC-2018,2018,2018-06-14,final,1.0,7,Champion,2022,6,Runner-up,final,2.0,1,-1,1,Champion,0.43478260869565216,0.5652173913043479,7.0,1198.0,2018-06-07,4.0,1759.78,2022-10-06,-3.0,561.78,3.107943262569235,3.892056737430765,1
Germany,Germany,DEU,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,1,Group stage,group stage,,1,0,0,Other,0.4782608695652174,0.5217391304347826,1.0,1558.0,2018-06-07,11.0,1650.21,2022-10-06,10.0,92.21000000000004,3.3326859672478575,-2.3326859672478575,0
Iceland,Iceland,ISL,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,0,Did not qualify,,,0,-1,1,Other,,,22.0,908.0,2018-06-07,62.0,1384.41,2022-10-06,40.0,476.4100000000001,2.5460865008726783,-1.5460865008726783,0
IR Iran,Iran,IRN,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,1,Group stage,group stage,,1,0,0,Other,0.6956521739130435,0.30434782608695654,37.0,708.0,2018-06-07,20.0,1564.61,2022-10-06,-17.0,856.6099999999999,1.9842297391761219,-0.9842297391761219,0
Japan,Japan,JPN,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,3,Round of 16,round of 16,,1,0,0,Other,0.2608695652173913,0.7391304347826086,61.0,521.0,2018-06-07,24.0,1559.54,2022-10-06,-37.0,1038.54,1.0852589204616314,1.9147410795383686,1
Mexico,Mexico,MEX,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,1,Group stage,group stage,,1,-2,1,Other,0.43478260869565216,0.5652173913043479,15.0,989.0,2018-06-07,13.0,1644.89,2022-10-06,-2.0,655.8900000000001,2.808286322997738,0.19171367700226183,1
Morocco,Morocco,MAR,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,5,Semifinalist,third-place match,4.0,1,4,0,Other,0.34782608695652173,0.6521739130434783,41.0,686.0,2018-06-07,22.0,1563.5,2022-10-06,-19.0,877.5,1.8344012693903733,-0.8344012693903733,0
Nigeria,Nigeria,NGA,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,0,Did not qualify,,,0,-1,1,Other,,,48.0,618.0,2018-06-07,32.0,1498.47,2022-10-06,-16.0,880.47,1.5722014472653136,-0.5722014472653136,0
Panama,Panama,PAN,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,0,Did not qualify,,,0,-1,1,Other,,,55.0,571.0,2018-06-07,60.0,1393.28,2022-10-06,5.0,822.28,1.310001625140254,-0.310001625140254,0
Peru,Peru,PER,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,0,Did not qualify,,,0,-1,1,Other,,,11.0,1125.0,2018-06-07,23.0,1561.01,2022-10-06,12.0,436.01,2.9581147927834865,-1.9581147927834865,0
Poland,Poland,POL,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,3,Round of 16,round of 16,,1,2,0,Other,0.43478260869565216,0.5652173913043479,8.0,1183.0,2018-06-07,26.0,1548.59,2022-10-06,18.0,365.5899999999999,3.070486145122798,-2.070486145122798,0
Portugal,Portugal,PRT,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,4,Quarterfinal,quarter-finals,,1,1,0,Other,0.43478260869565216,0.5652173913043479,4.0,1274.0,2018-06-07,9.0,1676.56,2022-10-06,5.0,402.55999999999995,3.2203146149085464,-0.22031461490854642,0
Russia,Russia,RUS,WC-2018,2018,2018-06-14,quarter-finals,,4,Quarterfinal,2022,0,Did not qualify,,,0,-4,1,Other,,,70.0,457.0,2018-06-07,33.0,1496.11,2022-10-06,-37.0,1039.11,0.7481448634436973,3.2518551365563027,1
Saudi Arabia,Saudi Arabia,SAU,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,1,Group stage,group stage,,1,0,0,Other,0.391304347826087,0.6086956521739131,67.0,465.0,2018-06-07,51.0,1437.78,2022-10-06,-16.0,972.78,0.8605162157830084,0.1394837842169916,1
Senegal,Senegal,SEN,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,3,Round of 16,round of 16,,1,2,0,Other,0.2608695652173913,0.7391304347826086,27.0,838.0,2018-06-07,18.0,1584.38,2022-10-06,-9.0,746.3800000000001,2.3588009136404926,-1.3588009136404926,0
Serbia,Serbia,SRB,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,1,Group stage,group stage,,1,0,0,Other,0.5217391304347826,0.4782608695652174,34.0,751.0,2018-06-07,21.0,1563.62,2022-10-06,-13.0,812.6199999999999,2.096601091515433,-1.0966010915154332,0
Korea Republic,South Korea,KOR,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,3,Round of 16,round of 16,,1,2,0,Other,0.34782608695652173,0.6521739130434783,57.0,544.0,2018-06-07,28.0,1530.3,2022-10-06,-29.0,986.3,1.2350873902473798,-0.2350873902473798,0
Spain,Spain,ESP,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,3,Round of 16,round of 16,,1,0,0,Other,0.2608695652173913,0.7391304347826086,10.0,1126.0,2018-06-07,7.0,1715.22,2022-10-06,-3.0,589.22,2.995571910229924,0.004428089770076138,1
Sweden,Sweden,SWE,WC-2018,2018,2018-06-14,quarter-finals,,4,Quarterfinal,2022,0,Did not qualify,,,0,-4,1,Other,,,24.0,880.0,2018-06-07,25.0,1553.33,2022-10-06,1.0,673.3299999999999,2.471172265979804,1.528827734020196,1
Switzerland,Switzerland,CHE,WC-2018,2018,2018-06-14,round of 16,,3,Round of 16,2022,3,Round of 16,round of 16,,1,0,0,Other,0.4782608695652174,0.5217391304347826,6.0,1199.0,2018-06-07,15.0,1635.92,2022-10-06,9.0,436.9200000000001,3.1454003800156722,-0.14540038001567224,0
Tunisia,Tunisia,TUN,WC-2018,2018,2018-06-14,group stage,,1,Group stage,2022,1,Group stage,group stage,,1,0,0,Other,0.43478260869565216,0.5652173913043479,21.0,910.0,2018-06-07,30.0,1507.54,2022-10-06,9.0,597.54,2.5835436183191156,-1.5835436183191156,0
Uruguay,Uruguay,URY,WC-2018,2018,2018-06-14,quarter-finals,,4,Quarterfinal,2022,1,Group stage,group stage,,1,-3,1,Other,0.5652173913043478,0.4347826086956522,14.0,1018.0,2018-06-07,14.0,1638.71,2022-10-06,0.0,620.71,2.845743440444175,1.154256559555825,1
